10,5022.8
20,5016.3
30,5017.5
40,5014.1
50,5020.2
60,5017.9
70,5014.7
80,5015.2
90,5015.2
100,5017.5
110,5388.7
120,5713.8
130,5996.5
140,6243.4
150,6471.0
160,6664.4
170,6840.4
180,6998.2
190,7140.1
200,7273.4
210,7607.9
220,7917.8
230,8203.3
240,8464.6
250,8711.3
260,8933.9
270,9149.3
280,9350.1
290,9532.6
300,9710.4
310,10024.0
320,10328.4
330,10595.9
340,10872.0
350,11115.9
360,11351.0
370,11587.3
380,11800.9
390,12001.5
400,12199.4
410,12493.7
420,12810.0
430,13068.0
440,13341.7
450,13586.3
460,13837.8
470,14056.5
480,14296.1
490,14511.6
500,14740.1
510,15011.7
520,15279.3
530,15568.0
540,15820.4
550,16078.5
560,16322.6
570,16565.2
580,16795.3
590,17015.0
600,17211.4
610,17506.9
620,17785.8
630,18053.0
640,18305.9
650,18573.0
660,18833.6
670,19072.1
680,19296.9
690,19512.6
700,19745.6
710,20017.0
720,20275.4
730,20574.3
740,20820.2
750,21088.1
760,21325.8
770,21569.3
780,21772.7
790,22036.4
800,22285.7
810,22533.3
820,22822.9
830,23088.9
840,23344.8
850,23588.8
860,23833.2
870,24090.3
880,24323.6
890,24596.9
900,24796.2
910,25074.5
920,25346.5
930,25600.5
940,25863.2
950,26114.0
960,26381.1
970,26605.5
980,26857.4
990,27049.5
1000,27273.2
