10,500.8
20,500.6
30,500.6
40,500.5
50,500.5
60,500.5
70,500.4
80,500.4
90,500.4
100,500.4
110,500.4
120,500.4
130,500.3
140,500.4
150,500.4
160,500.3
170,500.4
180,500.3
190,500.4
200,500.4
210,500.3
220,500.4
230,500.4
240,500.4
250,500.3
260,500.4
270,500.4
280,500.4
290,500.3
300,500.3
310,500.4
320,500.3
330,500.4
340,500.3
350,500.3
360,500.4
370,500.4
380,500.4
390,500.4
400,500.4
410,500.3
420,500.3
430,500.3
440,500.3
450,500.4
460,500.4
470,500.4
480,500.4
490,500.4
500,500.4
510,500.4
520,500.4
530,500.4
540,500.4
550,500.4
560,500.4
570,500.4
580,500.4
590,500.4
600,500.4
610,500.4
620,500.4
630,500.4
640,500.4
650,500.3
660,500.5
670,500.4
680,500.4
690,500.4
700,500.4
710,500.5
720,500.4
730,500.5
740,500.4
750,500.4
760,500.4
770,500.4
780,500.5
790,500.5
800,500.5
810,500.5
820,500.5
830,500.5
840,500.4
850,500.4
860,500.5
870,500.5
880,500.5
890,500.6
900,500.6
910,500.6
920,500.6
930,500.5
940,500.4
950,500.6
960,500.5
970,500.6
980,500.6
990,500.5
1000,500.6
