10,5007.8
20,5006.1
30,5006.3
40,5005.3
50,5004.7
60,5004.8
70,5004.3
80,5003.6
90,5004.4
100,5003.8
110,5003.7
120,5003.8
130,5003.5
140,5003.7
150,5003.6
160,5003.0
170,5003.8
180,5003.1
190,5003.5
200,5003.7
210,5003.3
220,5003.5
230,5003.5
240,5003.5
250,5003.3
260,5004.0
270,5003.7
280,5003.8
290,5003.4
300,5003.4
310,5003.8
320,5003.5
330,5004.1
340,5003.4
350,5003.4
360,5003.6
370,5003.7
380,5003.7
390,5003.6
400,5003.6
410,5003.5
420,5003.4
430,5003.5
440,5003.2
450,5004.0
460,5004.1
470,5003.8
480,5003.7
490,5004.0
500,5003.7
510,5004.5
520,5004.3
530,5003.8
540,5004.1
550,5003.9
560,5003.9
570,5003.9
580,5003.8
590,5004.2
600,5004.4
610,5003.9
620,5004.0
630,5004.4
640,5003.8
650,5003.5
660,5004.6
670,5003.7
680,5004.4
690,5004.5
700,5004.5
710,5004.6
720,5004.2
730,5004.8
740,5003.9
750,5004.1
760,5004.0
770,5004.3
780,5005.1
790,5005.0
800,5005.0
810,5005.3
820,5005.0
830,5005.1
840,5004.1
850,5004.4
860,5005.1
870,5005.4
880,5005.0
890,5006.3
900,5006.0
910,5005.6
920,5005.5
930,5004.6
940,5004.4
950,5005.5
960,5005.1
970,5005.9
980,5006.0
990,5005.1
1000,5005.5
