10,5011.8
20,5011.9
30,5010.9
40,5012.5
50,5012.3
60,5011.8
70,5012.0
80,5012.2
90,5012.2
100,5011.8
110,5012.4
120,5011.9
130,5012.3
140,5012.2
150,5009.2
160,5012.1
170,5012.7
180,5012.5
190,5012.5
200,5012.2
210,5012.7
220,5012.8
230,5012.9
240,5012.9
250,5012.3
260,5013.1
270,5012.7
280,5012.9
290,5013.0
300,5012.9
310,5012.9
320,5013.1
330,5013.4
340,5012.9
350,5013.0
360,5012.3
370,5013.3
380,5013.1
390,5013.0
400,5013.8
410,5013.1
420,5013.3
430,5013.4
440,5013.4
450,5012.4
460,5012.9
470,5013.9
480,5014.1
490,5013.7
500,5014.4
510,5015.2
520,5012.9
530,5012.1
540,5014.6
550,5014.9
560,5016.2
570,5014.9
580,5015.2
590,5014.9
600,5014.8
610,5015.5
620,5015.8
630,5015.9
640,5017.4
650,5016.6
660,5017.2
670,5016.2
680,5016.2
690,5015.8
700,5015.9
710,5016.9
720,5017.6
730,5017.0
740,5016.7
750,5016.6
760,5017.4
770,5017.4
780,5017.7
790,5018.5
800,5017.0
810,5018.2
820,5016.4
830,5021.4
840,5019.8
850,5018.5
860,5018.5
870,5017.7
880,5017.8
890,5018.6
900,5018.3
910,5018.9
920,5018.5
930,5022.1
940,5021.5
950,5020.8
960,5020.9
970,5021.8
980,5022.4
990,5022.1
1000,5018.4
